id,currencyId,customerId,dateCompleted,dateCreated,locationGroupId,qbClassId,statusId
15394,,6216,2021-04-27 00:00:00.000,2021-04-22 00:00:00.000,1,9,60
15395,,103,2021-04-28 00:00:00.000,2021-04-22 00:00:00.000,1,9,60
15396,,237,2021-04-27 00:00:00.000,2021-04-22 00:00:00.000,1,9,60
15397,,1731,2021-04-23 00:00:00.000,2021-04-22 00:00:00.000,1,10,60
15398,,1588,2021-05-20 00:00:00.000,2021-04-22 00:00:00.000,1,9,60
15399,,559,2021-04-23 00:00:00.000,2021-04-22 00:00:00.000,1,12,60
15400,,1,2021-04-23 00:00:00.000,2021-04-22 00:00:00.000,1,8,60
15401,,6219,2021-04-30 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15402,,6220,2021-04-29 15:44:33.885,2021-04-23 00:00:00.000,1,9,60
15403,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15404,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15405,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15406,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15407,,5102,2021-04-30 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15408,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15409,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15410,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15411,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15412,,3728,2021-04-29 15:44:16.166,2021-04-23 00:00:00.000,1,9,60
15413,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15414,,1,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15415,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15416,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15417,,5102,2021-04-29 15:45:45.400,2021-04-23 00:00:00.000,1,9,60
15418,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15419,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15420,,1,2021-05-06 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15421,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15422,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15423,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15424,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15425,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15426,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15427,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15428,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15429,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15430,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15431,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15432,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15433,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15434,,3033,2021-04-29 15:45:27.509,2021-04-23 00:00:00.000,1,9,60
15435,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15436,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15437,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15438,,3160,2021-04-29 15:45:09.963,2021-04-23 00:00:00.000,1,9,60
15439,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15440,,6232,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15441,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15442,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15443,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15444,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15445,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15446,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15447,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15448,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15449,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15450,,2358,2021-04-29 15:44:52.103,2021-04-23 00:00:00.000,1,9,60
15451,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15452,,5102,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15453,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15454,,4222,2021-05-07 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15455,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15456,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15457,,4363,2021-05-07 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15458,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15459,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15460,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15461,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15462,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15463,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15464,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15465,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15466,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15467,,4053,2021-05-05 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15468,,1,2021-04-29 15:37:06.462,2021-04-23 00:00:00.000,1,8,60
15469,,2604,2021-04-30 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15470,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15471,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15472,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15473,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15474,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15475,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15476,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15477,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15478,,1,2021-04-29 15:37:22.197,2021-04-23 00:00:00.000,1,8,60
15479,,6226,2021-05-06 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15480,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15481,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15482,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15483,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15484,,1,2021-04-29 15:38:56.948,2021-04-23 00:00:00.000,1,8,60
15485,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15486,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15487,,1,2021-04-29 15:38:41.166,2021-04-23 00:00:00.000,1,8,60
15488,,3370,2021-05-04 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15489,,1,2021-04-29 15:38:25.478,2021-04-23 00:00:00.000,1,8,60
15490,,4222,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15491,,1,,2021-04-23 00:00:00.000,1,8,20
15492,,1,2021-04-29 15:38:09.510,2021-04-23 00:00:00.000,1,8,60
15493,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15494,,1,2021-04-29 15:37:53.839,2021-04-23 00:00:00.000,1,8,60
15495,,1,2021-04-29 15:37:37.745,2021-04-23 00:00:00.000,1,8,60
15496,,5101,2021-04-30 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15497,,2839,2021-04-23 00:00:00.000,2021-04-19 00:00:00.000,1,10,60
15498,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15499,,6226,2021-05-06 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15500,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15501,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15502,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15503,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15504,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15505,,6261,,2021-04-23 00:00:00.000,1,9,85
15506,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15507,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15508,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15509,,1,2021-04-29 15:39:28.854,2021-04-23 00:00:00.000,1,8,60
15510,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15511,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15512,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15513,,1,2021-04-29 15:39:13.041,2021-04-23 00:00:00.000,1,8,60
15514,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15515,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15516,,4668,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15517,,2812,2021-05-26 15:21:26.171,2021-04-23 00:00:00.000,1,9,60
15518,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15519,,1,2021-04-29 15:39:44.666,2021-04-23 00:00:00.000,1,8,60
15520,,4668,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15521,,1206,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15522,,1,2021-04-29 15:40:00.400,2021-04-23 00:00:00.000,1,8,60
15523,,3995,2021-04-23 00:00:00.000,2021-04-19 00:00:00.000,1,10,60
15524,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15525,,1,2021-04-29 15:40:16.540,2021-04-23 00:00:00.000,1,8,60
15526,,2839,2021-04-23 00:00:00.000,2021-04-20 00:00:00.000,1,10,60
15527,,2839,2021-04-23 00:00:00.000,2021-04-20 00:00:00.000,1,10,60
15528,,312,2021-04-23 00:00:00.000,2021-04-19 00:00:00.000,1,9,60
15529,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15530,,1,2021-04-29 15:40:31.978,2021-04-23 00:00:00.000,1,8,60
15531,,4505,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15532,,4151,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,9,60
15533,,1,2021-04-27 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15534,,1,2021-04-29 15:40:47.947,2021-04-23 00:00:00.000,1,8,60
15535,,1,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15536,,734,2021-04-28 00:00:00.000,2021-04-23 00:00:00.000,1,19,60
15537,,734,2021-04-29 15:36:38.417,2021-04-23 00:00:00.000,1,19,60
15538,,1,2021-05-03 00:00:00.000,2021-04-23 00:00:00.000,1,8,60
15539,,1,2021-04-29 15:41:03.806,2021-04-24 00:00:00.000,1,8,60
15540,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15541,,1,2021-04-29 15:41:19.604,2021-04-24 00:00:00.000,1,8,60
15542,,1,2021-05-03 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15543,,1,2021-04-29 15:41:35.463,2021-04-24 00:00:00.000,1,8,60
15544,,1,2021-04-29 15:41:51.384,2021-04-24 00:00:00.000,1,8,60
15545,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15546,,3806,2021-04-28 00:00:00.000,2021-04-24 00:00:00.000,1,19,60
15547,,3806,2021-04-28 00:00:00.000,2021-04-24 00:00:00.000,1,19,60
15548,,1,2021-04-29 15:42:07.135,2021-04-24 00:00:00.000,1,8,60
15549,,1,2021-04-26 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15550,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15551,,2606,2021-04-28 00:00:00.000,2021-04-24 00:00:00.000,1,9,60
15552,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15553,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15554,,1731,2021-04-28 00:00:00.000,2021-04-24 00:00:00.000,1,10,60
15555,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15556,,1,2021-04-27 00:00:00.000,2021-04-24 00:00:00.000,1,8,60
15557,,1,2021-04-29 15:42:23.011,2021-04-24 00:00:00.000,1,8,60
15558,,734,2021-04-28 00:00:00.000,2021-04-24 00:00:00.000,1,19,60
